"word","count","freqRatio"
"拿",1842,0.0472356139091189
"5",1838,0.0471330392860806
"叫",1825,0.0467996717612063
"世界",1807,0.0463380859575341
"中國",1802,0.0462098676787363
"地方",1795,0.0460303620884193
"打",1791,0.0459277874653811
"出",1764,0.0452354087598728
"對於",1763,0.0452097651041132
"話",1755,0.0450046158580367
"一般",1740,0.0446199610216432
"甚至",1735,0.0444917427428454
"麽",1731,0.0443891681198072
"4",1726,0.0442609498410093
"不好",1713,0.043927582316135
"完",1709,0.0438250076930967
"作為",1695,0.0434659965124628
"們",1694,0.0434403528567033
"結果",1688,0.0432864909221459
"完全",1683,0.043158272643348
"認為",1679,0.0430556980203098
"a",1674,0.0429274797415119
"直接",1671,0.0428505487742333
"有些",1657,0.0424915375935993
"月",1655,0.0424402502820802
"只要",1652,0.0423633193148015
"簡單",1648,0.0422607446917633
"是不是",1637,0.041978664478408
"孩子",1634,0.0419017335111293
"答案",1633,0.0418760898553698
"比如",1618,0.0414914350189763
"一天",1606,0.0411837111498615
"可是",1606,0.0411837111498615
"大概",1603,0.0411067801825828
"那種",1601,0.0410554928710637
"有點",1588,0.0407221253461894
"以前",1587,0.0406964816904298
"不到",1585,0.0406451943789107
"錢",1570,0.0402605395425172
"選擇",1568,0.040209252230998
"每天",1542,0.0395425171812494
"告訴",1541,0.0395168735254898
"一句",1523,0.0390552877218176
"情況",1513,0.038798851164222
"可",1487,0.0381321161144733
"寫",1485,0.0380808288029542
"看看",1483,0.038029541491435
"href",1482,0.0380038978356755
"p",1478,0.0379013232126372
"請",1474,0.0377987485895989
"基本",1474,0.0377987485895989
"zhihu",1472,0.0377474612780798
"先",1462,0.0374910247204841
"每個",1454,0.0372858754744076
"容易",1453,0.0372602318186481
"裡",1451,0.0372089445071289
"任何",1434,0.0367730023592163
"原因",1433,0.0367473587034568
"不同",1433,0.0367473587034568
"6",1430,0.0366704277361781
"除了",1423,0.0364909221458611
"女生",1422,0.0364652784901015
"於",1420,0.0364139911785824
"男人",1410,0.0361575546209868
"content",1405,0.0360293363421889
"麵",1371,0.0351574520463637
"當",1370,0.0351318083906042
"好像",1360,0.0348753718330085
"首先",1356,0.0347727972099703
"於是",1355,0.0347471535542107
"突然",1354,0.0347215098984511
"http",1334,0.0342086367832598
"努力",1330,0.0341060621602216
"不錯",1329,0.034080418504462
"長",1328,0.0340547748487024
"png",1324,0.0339522002256642
"如何",1324,0.0339522002256642
"這裡",1322,0.033900912914145
"多少",1321,0.0338752692583855
"愛",1320,0.0338496256026259
"公司",1315,0.0337214073238281
"挺",1314,0.0336957636680685
"記得",1309,0.0335675453892707
"畢竟",1309,0.0335675453892707
"能力",1308,0.0335419017335111
"跑",1308,0.0335419017335111
"真正",1304,0.0334393271104729
"不想",1304,0.0334393271104729
"出現",1298,0.0332854651759155
"玩",1297,0.0332598215201559
"手機",1295,0.0332085342086368
"啥",1293,0.0331572468971177
"肯定",1286,0.0329777413068007
"聽",1283,0.032900810339522
"7",1283,0.032900810339522
"而是",1279,0.0327982357164837
"最好",1278,0.0327725920607242
"知乎",1270,0.0325674428146477
"相信",1267,0.032490511847369
"啦",1261,0.0323366499128116
"關係",1249,0.0320289260436968
"無法",1248,0.0320032823879372
"根本",1242,0.0318494204533798
"死",1238,0.0317468458303416
"經常",1232,0.0315929838957842
"8",1227,0.0314647656169864
"想要",1225,0.0314134783054672
"10",1223,0.0313621909939481
"社會",1211,0.0310544671248333
"找到",1207,0.0309518925017951
"裡面",1207,0.0309518925017951
"今天",1206,0.0309262488460355
"確實",1206,0.0309262488460355
"理解",1204,0.0308749615345164
"故事",1203,0.0308493178787568
"每次",1186,0.0304133757308442
"真是",1186,0.0304133757308442
"存在",1183,0.0303364447635655
"真",1183,0.0303364447635655
"經歷",1182,0.0303108011078059
"靠",1181,0.0302851574520464
"以及",1180,0.0302595137962868
"學校",1180,0.0302595137962868
"過去",1180,0.0302595137962868
"第一次",1170,0.0300030772386911
"以上",1168,0.029951789927172
"主要",1168,0.029951789927172
"一切",1164,0.0298492153041338
"帶",1164,0.0298492153041338
"晚上",1164,0.0298492153041338
"影響",1163,0.0298235716483742
"變成",1161,0.0297722843368551
"大學",1161,0.0297722843368551
"繼續",1159,0.0297209970253359
"不用",1158,0.0296953533695764
"新",1154,0.0295927787465381
"所",1151,0.0295158477792594
"A",1143,0.0293106985331829
"或",1142,0.0292850548774233
"整個",1141,0.0292594112216638
"人生",1137,0.0291568365986255
"方式",1137,0.0291568365986255
"乾",1133,0.0290542619755872
"電影",1132,0.0290286183198277
"遇到",1131,0.0290029746640681
"瞭解",1130,0.0289773310083085
"成",1128,0.0289260436967894
"然而",1128,0.0289260436967894
"認識",1120,0.0287208944507129
"懂",1118,0.0286696071391938
"另外",1118,0.0286696071391938
"臉",1118,0.0286696071391938
"必須",1117,0.0286439634834342
"意",1107,0.0283875269258385
"成功",1107,0.0283875269258385
"快",1097,0.0281310903682429
"學習",1097,0.0281310903682429
"才能",1096,0.0281054467124833
"1280",1095,0.0280798030567238
"曾經",1095,0.0280798030567238
"該",1093,0.0280285157452046
"站",1090,0.0279515847779259
"身邊",1088,0.0279002974664068
"就算",1088,0.0279002974664068
"成為",1086,0.0278490101548877
"女人",1085,0.0278233664991281
"通過",1083,0.027772079187609
"所謂",1080,0.0276951482203303
"並且",1079,0.0276695045645707
"身體",1072,0.0274899989742538
"能夠",1068,0.0273874243512155
"男生",1064,0.0272848497281772
"逼",1063,0.0272592060724177
"願意",1053,0.027002769514822
"得到",1049,0.0269001948917838
"穿",1042,0.0267206893014668
"人家",1040,0.0266694019899477
"同時",1036,0.0265668273669094
"發生",1031,0.0264386090881116
"下來",1031,0.0264386090881116
"640",1030,0.026412965432352
"回來",1030,0.026412965432352
"慢慢",1026,0.0263103908093138
"男",1023,0.0262334598420351
"而已",1022,0.0262078161862755
"不了",1022,0.0262078161862755
"9",1019,0.0261308852189968
"不管",1018,0.0261052415632373
"同學",1017,0.0260795979074777
"少",1015,0.0260283105959586
"樣子",1012,0.0259513796286799
"決定",1009,0.0258744486614012
"明白",1008,0.0258488050056416
"也許",1008,0.0258488050056416
"好看",1007,0.025823161349882
"歲",1004,0.0257462303826033
"絕對",1003,0.0257205867268438
"一年",999,0.0256180121038055
"反正",998,0.025592368448046
"www",994,0.0254897938250077
"1.",988,0.0253359318904503
"總是",988,0.0253359318904503
"開",985,0.0252590009231716
"2.",985,0.0252590009231716
"每",985,0.0252590009231716
"要求",983,0.0252077136116525
"嘛",978,0.0250794953328547
"向",977,0.0250538516770951
"上面",975,0.025002564365576
"永遠",974,0.0249769207098164
"正常",971,0.0248999897425377
"老",971,0.0248999897425377
"v2",970,0.0248743460867781
"準備",967,0.0247974151194994
"因",966,0.0247717714637399
"家",963,0.0246948404964612
"身上",963,0.0246948404964612
"等等",962,0.0246691968407016
"至少",962,0.0246691968407016
"別",959,0.0245922658734229
"幾乎",959,0.0245922658734229
"本來",957,0.0245409785619038
"有個",954,0.0244640475946251
"笑",951,0.0243871166273464
"關於",950,0.0243614729715868
"i",948,0.0243101856600677
"第一",947,0.0242845420043081
"方法",947,0.0242845420043081
"老師",946,0.0242588983485486
"自然",945,0.024233254692789
"大部分",944,0.0242076110370294
"960",943,0.0241819673812699
"機會",942,0.0241563237255103
"另",942,0.0241563237255103
"回家",942,0.0241563237255103
"最近",940,0.0241050364139912
"很大",938,0.024053749102472
"發展",937,0.0240281054467125
"即使",935,0.0239768181351934
"拍",935,0.0239768181351934
"如此",934,0.0239511744794338
"20",932,0.0238998871679147
"不敢",929,0.023822956200636
"過程",929,0.023822956200636
"改變",927,0.0237716688891168
"開心",927,0.0237716688891168
"照片",924,0.0236947379218381
"目前",924,0.0236947379218381
"辦法",916,0.0234895886757616
"衣服",911,0.0233613703969638
"沒什麼",911,0.0233613703969638
"接受",905,0.0232075084624064
"心裡",905,0.0232075084624064
"實在",898,0.0230280028720894
"還要",897,0.0230023592163299
"方面",889,0.0227972099702534
"之",888,0.0227715663144938
"簡直",886,0.0227202790029747
"堅持",886,0.0227202790029747
"終於",884,0.0226689916914555
"哦",883,0.022643348035696
"感受",883,0.022643348035696
"有沒有",883,0.022643348035696
"父母",877,0.0224894861011386
"過來",871,0.0223356241665812
"吃飯",868,0.0222586931993025
"畢業",866,0.0222074058877834
"600",864,0.0221561185762642
"點",863,0.0221304749205047
"適合",863,0.0221304749205047
"女",853,0.021874038362909
"至於",851,0.0218227510513899
"target",850,0.0217971073956303
"link",848,0.0217458200841112
"考慮",848,0.0217458200841112
"blank",847,0.0217201764283516
"之類",846,0.0216945327725921
"好好",845,0.0216688891168325
"本身",844,0.0216432454610729
"小時候",843,0.0216176018053134
"越來越",836,0.0214380962149964
"未來",833,0.0213611652477177
"回",831,0.0213098779361986
"其中",830,0.021284234280439
"說話",829,0.0212585906246795
"不夠",828,0.0212329469689199
"icon",828,0.0212329469689199
"低",828,0.0212329469689199
"external",826,0.0211816596574008
"noreferrer",825,0.0211560160016412
"左右",825,0.0211560160016412
"想到",825,0.0211560160016412
"rel",825,0.0211560160016412
"nofollow",825,0.0211560160016412
"同樣",824,0.0211303723458816
"出去",824,0.0211303723458816
"要是",823,0.0211047286901221
"後面",821,0.0210534413786029
"運動",821,0.0210534413786029
"分",820,0.0210277977228434
"3.",818,0.0209765104113242
"三個",815,0.0208995794440455
"小時",814,0.020873935788286
"一件",813,0.0208482921325264
"原來",812,0.0208226484767668
"尤其",811,0.0207970048210073
"是否",810,0.0207713611652477
"問",806,0.0206687865422095
"之間",805,0.0206431428864499
"住",802,0.0205662119191712
"看見",801,0.0205405682634116
"想法",799,0.0204892809518925
"差不多",799,0.0204892809518925
"看著",799,0.0204892809518925
"評論",798,0.0204636372961329
"一張",798,0.0204636372961329
"無",798,0.0204636372961329
"幫",797,0.0204379936403734
"不行",795,0.0203867063288542
"連",793,0.0203354190173351
"到底",791,0.020284131705816
"最大",791,0.020284131705816
"包括",790,0.0202584880500564
"進行",788,0.0202072007385373
"家裡",785,0.0201302697712586
"下去",785,0.0201302697712586
"想想",779,0.0199764078367012
"那樣",777,0.0199251205251821
"有時候",776,0.0198994768694225
"建議",776,0.0198994768694225
"0",774,0.0198481895579034
"手",774,0.0198481895579034
"就要",774,0.0198481895579034
"起",773,0.0198225459021438
"花",772,0.0197969022463842
"環境",772,0.0197969022463842
"內",770,0.0197456149348651
"剛",769,0.0197199712791056
"一條",768,0.019694327623346
"圖",767,0.0196686839675864
"推薦",765,0.0196173966560673
"嗯",764,0.0195917530003077
"加",761,0.019514822033029
"更好",761,0.019514822033029
"搞",760,0.0194891783772695
"屬於",759,0.0194635347215099
"清楚",758,0.0194378910657503
"別的",756,0.0193866037542312
"將",751,0.0192583854754334
"倒",751,0.0192583854754334
"明顯",748,0.0191814545081547
"黑",747,0.0191558108523951
"凈",745,0.019104523540876
"給我",745,0.019104523540876
"意思",745,0.019104523540876
"經驗",744,0.0190788798851164
"怕",743,0.0190532362293569
"不如",742,0.0190275925735973
"學生",741,0.0190019489178377
"呀",741,0.0190019489178377
"難",740,0.0189763052620782
"意義",737,0.0188993742947995
"高中",736,0.0188737306390399
"妹子",736,0.0188737306390399
"不少",735,0.0188480869832803
"內心",733,0.0187967996717612
"題主",733,0.0187967996717612
"哪裡",733,0.0187967996717612
"變得",732,0.0187711560160016
"其",732,0.0187711560160016
"睡",731,0.0187455123602421
"對方",731,0.0187455123602421
"國家",729,0.0186942250487229
"如",729,0.0186942250487229
"年輕",729,0.0186942250487229
"習慣",728,0.0186685813929634
"心",727,0.0186429377372038
"導致",727,0.0186429377372038
"二",727,0.0186429377372038
